No.;Distance [µm];Name;Time [ms];Z Pos;X Pos;Y Pos;Blue(1);Green(1);Red(1)
1;0;A2.jpg;1195009704;0;0;0;87;116;9
2;0,034;A2.jpg;1195009704;0;0;0;87;117;9
3;0,068;A2.jpg;1195009704;0;0;0;89;110;8
4;0,102;A2.jpg;1195009704;0;0;0;89;118;9
5;0,136;A2.jpg;1195009704;0;0;0;89;118;9
6;0,17;A2.jpg;1195009704;0;0;0;87;116;9
7;0,204;A2.jpg;1195009704;0;0;0;89;110;8
8;0,238;A2.jpg;1195009704;0;0;0;89;118;8
9;0,273;A2.jpg;1195009704;0;0;0;91;120;8
10;0,307;A2.jpg;1195009704;0;0;0;92;111;9
11;0,341;A2.jpg;1195009704;0;0;0;91;111;9
12;0,375;A2.jpg;1195009704;0;0;0;91;110;9
13;0,409;A2.jpg;1195009704;0;0;0;91;111;9
14;0,443;A2.jpg;1195009704;0;0;0;92;114;9
15;0,477;A2.jpg;1195009704;0;0;0;91;116;9
16;0,511;A2.jpg;1195009704;0;0;0;89;116;9
17;0,545;A2.jpg;1195009704;0;0;0;88;116;9
18;0,579;A2.jpg;1195009704;0;0;0;89;117;9
19;0,613;A2.jpg;1195009704;0;0;0;91;117;9
20;0,647;A2.jpg;1195009704;0;0;0;91;117;9
21;0,681;A2.jpg;1195009704;0;0;0;89;118;9
22;0,715;A2.jpg;1195009704;0;0;0;87;114;9
23;0,749;A2.jpg;1195009704;0;0;0;89;113;8
24;0,784;A2.jpg;1195009704;0;0;0;91;113;8
25;0,818;A2.jpg;1195009704;0;0;0;91;114;8
26;0,852;A2.jpg;1195009704;0;0;0;89;113;8
27;0,886;A2.jpg;1195009704;0;0;0;89;113;8
28;0,92;A2.jpg;1195009704;0;0;0;89;114;8
29;0,954;A2.jpg;1195009704;0;0;0;89;113;8
30;0,988;A2.jpg;1195009704;0;0;0;88;111;8
31;1 022;A2.jpg;1195009704;0;0;0;91;114;9
32;1 056;A2.jpg;1195009704;0;0;0;89;117;9
33;1,09;A2.jpg;1195009704;0;0;0;88;117;9
34;1 124;A2.jpg;1195009704;0;0;0;88;118;9
35;1 158;A2.jpg;1195009704;0;0;0;89;117;9
36;1 192;A2.jpg;1195009704;0;0;0;88;117;9
37;1 226;A2.jpg;1195009704;0;0;0;88;113;9
38;1,26;A2.jpg;1195009704;0;0;0;88;116;9
39;1 295;A2.jpg;1195009704;0;0;0;87;124;9
40;1 329;A2.jpg;1195009704;0;0;0;91;120;9
41;1 363;A2.jpg;1195009704;0;0;0;92;118;9
42;1 397;A2.jpg;1195009704;0;0;0;92;118;9
43;1 431;A2.jpg;1195009704;0;0;0;92;118;9
44;1 465;A2.jpg;1195009704;0;0;0;91;118;9
45;1 499;A2.jpg;1195009704;0;0;0;92;118;9
46;1 533;A2.jpg;1195009704;0;0;0;92;121;8
47;1 567;A2.jpg;1195009704;0;0;0;91;114;9
48;1 601;A2.jpg;1195009704;0;0;0;89;116;9
49;1 635;A2.jpg;1195009704;0;0;0;89;116;9
50;1 669;A2.jpg;1195009704;0;0;0;89;116;9
51;1 703;A2.jpg;1195009704;0;0;0;89;117;9
52;1 737;A2.jpg;1195009704;0;0;0;87;116;9
53;1 771;A2.jpg;1195009704;0;0;0;88;116;8
54;1 806;A2.jpg;1195009704;0;0;0;89;113;8
55;1,84;A2.jpg;1195009704;0;0;0;91;113;9
56;1 874;A2.jpg;1195009704;0;0;0;93;121;9
57;1 908;A2.jpg;1195009704;0;0;0;94;118;9
58;1 942;A2.jpg;1195009704;0;0;0;93;118;9
59;1 976;A2.jpg;1195009704;0;0;0;92;118;9
60;2,01;A2.jpg;1195009704;0;0;0;89;113;9
61;2 044;A2.jpg;1195009704;0;0;0;89;114;9
62;2 078;A2.jpg;1195009704;0;0;0;89;116;9
63;2 112;A2.jpg;1195009704;0;0;0;92;116;9
64;2 146;A2.jpg;1195009704;0;0;0;92;116;9
65;2,18;A2.jpg;1195009704;0;0;0;89;116;9
66;2 214;A2.jpg;1195009704;0;0;0;89;116;9
67;2 248;A2.jpg;1195009704;0;0;0;91;116;9
68;2 282;A2.jpg;1195009704;0;0;0;89;117;9
69;2 317;A2.jpg;1195009704;0;0;0;87;117;9
70;2 351;A2.jpg;1195009704;0;0;0;89;116;8
71;2 385;A2.jpg;1195009704;0;0;0;89;116;8
72;2 419;A2.jpg;1195009704;0;0;0;88;116;9
73;2 453;A2.jpg;1195009704;0;0;0;88;113;8
74;2 487;A2.jpg;1195009704;0;0;0;87;109;9
75;2 521;A2.jpg;1195009704;0;0;0;91;116;9
76;2 555;A2.jpg;1195009704;0;0;0;91;117;9
77;2 589;A2.jpg;1195009704;0;0;0;91;117;9
78;2 623;A2.jpg;1195009704;0;0;0;89;118;9
79;2 657;A2.jpg;1195009704;0;0;0;89;120;8
80;2 691;A2.jpg;1195009704;0;0;0;88;117;8
81;2 725;A2.jpg;1195009704;0;0;0;89;118;9
82;2 759;A2.jpg;1195009704;0;0;0;89;118;9
83;2 793;A2.jpg;1195009704;0;0;0;88;114;9
84;2 828;A2.jpg;1195009704;0;0;0;89;121;9
85;2 862;A2.jpg;1195009704;0;0;0;88;113;9
86;2 896;A2.jpg;1195009704;0;0;0;88;113;9
87;2,93;A2.jpg;1195009704;0;0;0;89;118;9
88;2 964;A2.jpg;1195009704;0;0;0;88;121;8
