Item,Smu1.Time[1][1],,V1,V2,I1,I2,
1,0,,-1,0,-2,50395260081859E-11,
2,0,43258226,-0,98,-1,42961198434932E-11,
3,0,86510748,-0,96,-1,11697318061488E-11,
4,1,2976572,-0,94,-3,56124019162962E-10,
5,1,73019298,-0,92,-3,47128548128239E-10,
6,2,16270822,-0,9,1,77479364538158E-10,
7,2,59524604,-0,88,9,36779542826116E-11,
8,3,027787,-0,86,-3,06528136206907E-11,
9,3,46032702,-0,84,6,99174051987939E-12,
10,3,8928622,-0,82,3,38218342221808E-12,
11,4,32540534,-0,8,-9,52127265918534E-13,
12,4,75793568,-0,78,1,50635059981141E-12,
13,5,1904709,-0,76,-3,5669245335157E-12,
14,5,62298936,-0,74,1,54926738105132E-10,
15,6,05552602,-0,72,3,76132902601967E-10,
16,6,48804978,-0,7,2,80437006949796E-10,
17,6,92056614,-0,68,1,35278810375894E-09,
18,7,3530891,-0,66,1,03881347968127E-10,
19,7,78562756,-0,64,-3,11715098177956E-10,
20,8,2181669,-0,62,-2,45123032982519E-10,
21,8,65070538,-0,6,-1,20465415420767E-10,
22,9,08322376,-0,58,-5,41646727469924E-10,
23,9,51575578,-0,56,-1,06723518911167E-11,
24,9,9482935,-0,54,1,29504940105107E-09,
25,10,38082874,-0,52,2,05247374651663E-10,
26,10,81337064,-0,5,2,29184138333949E-09,
27,11,24590506,-0,48,1,35514710564166E-10,
28,11,6784369,-0,46,-4,33999503002269E-11,
29,12,11096748,-0,44,1,50620849126426E-10,
30,12,54351218,-0,42,9,73443547991337E-11,
31,12,97604608,-0,4,1,20607523967919E-10,
32,13,4085837,-0,38,1,4809131698712E-10,
33,13,8411094,-0,36,1,0730616395449E-10,
34,14,27364188,-0,34,-3,91224830309511E-11,
35,14,7061762,-0,32,-3,63513663614867E-11,
36,15,13870906,-0,3,-3,36370931108831E-11,
37,15,57125386,-0,28,-1,75361947185593E-11,
38,16,0037891,-0,26,-4,66258143205778E-11,
39,16,43632526,-0,24,-6,22435436525848E-12,
40,16,86886046,-0,22,-4,6853187996021E-11,
41,17,30137914,-0,2,-2,70006239588838E-12,
42,17,73391486,-0,18,-3,91366938856663E-11,
43,18,16643112,-0,16,3,26849658449646E-12,
44,18,59897616,-0,14,-1,2875034371973E-11,
45,19,03150506,-0,12,-1,14113163363072E-11,
46,19,46403244,-0,1,-1,35571553983027E-11,
47,19,89655334,-0,08,-1,49640300151077E-11,
48,20,32909346,-0,06,-1,1183942660864E-11,
49,20,7616333,-0,04,-1,54614099301398E-11,
50,21,19416342,-0,02,-7,37543359718984E-12,
51,21,62668434,0,0,-2,22115659198607E-11,
52,22,0595244,0,02,-1,8644641386345E-11,
53,22,49205272,0,04,1,30739863379858E-12,
54,22,9245863,0,06,1,98951966012828E-12,
55,23,35712258,0,08,-1,69393388205208E-11,
56,23,78965482,0,1,4,38546976511134E-11,
57,24,22220106,0,12,-4,7380410705955E-10,
58,24,6547204,0,14,-3,61708885066037E-10,
59,25,08726136,0,16,7,21200876796502E-11,
60,25,51979398,0,18,-4,58740601061436E-10,
61,25,95233128,0,2,-4,53852067039406E-10,
62,26,38486388,0,22,-7,82677034294466E-10,
63,26,81738772,0,24,-5,24664756085258E-11,
64,27,24992096,0,26,3,28839178109774E-11,
65,27,68244984,0,28,1,16529008664656E-12,
66,28,11498608,0,3,2,36141772802512E-10,
67,28,5475255,0,32,1,09473319298559E-09,
68,28,98005126,0,34,-3,1937474886945E-10,
69,29,41259806,0,36,-1,63694835464412E-10,
70,29,84513074,0,38,7,14024395165325E-10,
71,30,27766434,0,4,1,2238388080732E-10,
72,30,71020262,0,42,4,45055547970696E-10,
73,31,14273166,0,44,6,84963197272737E-12,
74,31,57526206,0,46,-9,08784159037168E-11,
75,32,0077907,0,48,-6,29398755336297E-11,
76,32,44032452,0,5,-6,94910795573378E-11,
77,32,87284438,0,52,-5,73692204852705E-11,
78,33,30538964,0,54,-5,72413227928337E-11,
79,33,73791466,0,56,-1,22810206448776E-10,
80,34,1704378,0,58,-1,01252339845814E-10,
81,34,60297994,0,6,3,39639427693328E-12,
82,35,0355089,0,62,-2,38742359215394E-11,
83,35,46803886,0,64,2,10221173801983E-10,
84,35,90056932,0,66,3,2713387554395E-11,
85,36,33310662,0,68,-4,25046664531692E-11,
86,36,76565644,0,7,-2,47553089138819E-11,
87,37,19819626,0,72,-5,44702061233693E-11,
88,37,63071462,0,74,-4,17941237174091E-11,
89,38,06324994,0,76,1,31166189021314E-11,
90,38,4957883,0,78,1,24326504646888E-09,
91,38,92832806,0,8,5,39571942681505E-10,
92,39,36087588,0,82,-1,23421273201529E-10,
93,39,79340692,0,84,-3,71755959349684E-11,
94,40,22593078,0,86,-7,13384906703141E-12,
95,40,65845068,0,88,-8,83915163285565E-12,
96,41,0909984,0,9,-2,3007373783912E-11,
97,41,52353102,0,92,-8,01492205937393E-12,
98,41,95606118,0,94,-5,95434812566964E-12,
99,42,38858006,0,96,-5,09032815898536E-11,
100,42,8211069,0,98,-8,66862137627322E-13,
101,43,25364588,1,0,-2,47268872044515E-12,
