Item,Smu1.Time[1][1],,V1,V2,I1,I2,
1,0,,-1,0,-6,77256612107158E-05,
2,0,12047802,-0,98,-6,6422246163711E-05,
3,0,24091244,-0,96,-6,48732238914818E-05,
4,0,36135048,-0,94,-6,31200382485986E-05,
5,0,48178116,-0,92,-6,14001764915884E-05,
6,0,6022188,-0,9,-5,96495956415311E-05,
7,0,72265728,-0,88,-5,79508487135172E-05,
8,0,84309066,-0,86,-5,63334178877994E-05,
9,0,96353658,-0,84,-5,46866067452356E-05,
10,1,0839664,-0,82,-5,30008546775207E-05,
11,1,20440858,-0,8,-5,14044368173927E-05,
12,1,32484872,-0,78,-4,98321605846286E-05,
13,1,4452899,-0,76,-4,82577452203259E-05,
14,1,5657265,-0,74,-4,67231147922575E-05,
15,1,6861924,-0,72,-4,51673986390233E-05,
16,1,80662198,-0,7,-4,36533882748336E-05,
17,1,92708586,-0,68,-4,21953154727817E-05,
18,2,0475193,-0,66,-4,0762621210888E-05,
19,2,16797138,-0,64,-3,92874208046123E-05,
20,2,2883995,-0,62,-3,78362601622939E-05,
21,2,40885236,-0,6,-3,64466395694762E-05,
22,2,52930416,-0,58,-3,50351037923247E-05,
23,2,64973578,-0,56,-3,36481025442481E-05,
24,2,7701761,-0,54,-3,22424457408488E-05,
25,2,890622,-0,52,-3,08945454889908E-05,
26,3,01108174,-0,5,-2,95880890917033E-05,
27,3,13152342,-0,48,-2,82529654214159E-05,
28,3,2519651,-0,46,-2,69691372523084E-05,
29,3,3724021,-0,44,-2,56417115451768E-05,
30,3,49284866,-0,42,-2,44228285737336E-05,
31,3,61326768,-0,4,-2,31316516874358E-05,
32,3,73370372,-0,38,-2,18828208744526E-05,
33,3,85414816,-0,36,-2,06230470212176E-05,
34,3,97458356,-0,34,-1,93969754036516E-05,
35,4,09501794,-0,32,-1,81847863132134E-05,
36,4,21545864,-0,3,-1,69654376804829E-05,
37,4,3359036,-0,28,-1,57889589900151E-05,
38,4,45634806,-0,26,-1,45887461258098E-05,
39,4,5767807,-0,24,-1,34297588374466E-05,
40,4,69723044,-0,22,-1,22631608974189E-05,
41,4,81766102,-0,2,-1,11081753857434E-05,
42,5,03808882,-0,18,-9,95694426819682E-06,
43,5,15854458,-0,16,-8,82212043507025E-06,
44,5,27897038,-0,14,-7,69918187870644E-06,
45,5,39941594,-0,12,-6,58336466585752E-06,
46,5,51984464,-0,1,-5,47399031347595E-06,
47,5,64025884,-0,08,-4,37904964201152E-06,
48,5,7607122,-0,06,-3,28618989442475E-06,
49,5,88113908,-0,04,-2,1843097783858E-06,
50,6,00159106,-0,02,-1,08837048173882E-06,
51,6,26351964,0,0,7,96342192188604E-09,
52,6,796006,0,02,1,10118162410799E-06,
53,6,91649172,0,04,2,19346839003265E-06,
54,7,03692812,0,06,3,28967325913254E-06,
55,7,15737992,0,08,4,39106406702194E-06,
56,7,27782256,0,1,5,5025875553838E-06,
57,7,39827346,0,12,6,6097263697884E-06,
58,7,51870358,0,14,7,73973533796379E-06,
59,7,6391343,0,16,8,86878569872351E-06,
60,7,7595698,0,18,1,0005637705035E-05,
61,8,06632858,0,2,1,11533881863579E-05,
62,8,18680604,0,22,1,2318225344643E-05,
63,8,3072593,0,24,1,35025911731645E-05,
64,8,42771694,0,26,1,46913953358307E-05,
65,8,54815752,0,28,1,58914626808837E-05,
66,8,6686019,0,3,1,7122583813034E-05,
67,8,78902744,0,32,1,8353879568167E-05,
68,8,90947188,0,34,1,95872562471777E-05,
69,9,02989462,0,36,2,0872219465673E-05,
70,9,15032844,0,38,2,21360241994262E-05,
71,9,27076048,0,4,2,34287290368229E-05,
72,9,39120258,0,42,2,47682328335941E-05,
73,9,51164212,0,44,2,614340337459E-05,
74,9,6320735,0,46,2,74788471870124E-05,
75,9,75251568,0,48,2,88199807982892E-05,
76,9,87293286,0,5,3,01956024486572E-05,
77,9,99338896,0,52,3,16119840135798E-05,
78,10,11381152,0,54,3,30386537825689E-05,
79,10,23426122,0,56,3,4474884159863E-05,
80,10,35469256,0,58,3,58662364305928E-05,
81,10,47513262,0,6,3,73205402866006E-05,
82,10,59557956,0,62,3,8789861719124E-05,
83,10,71602398,0,64,4,03355952585116E-05,
84,10,83645362,0,66,4,18816634919494E-05,
85,10,95690428,0,68,4,3386360630393E-05,
86,11,07734566,0,7,4,49157814728096E-05,
87,11,19778412,0,72,4,64929617010057E-05,
88,11,3182059,0,74,4,8122659791261E-05,
89,11,43865864,0,76,4,97501605423167E-05,
90,11,55909152,0,78,5,14103448949754E-05,
91,11,67953654,0,8,5,30856341356412E-05,
92,11,79997254,0,82,5,47614326933399E-05,
93,11,92041008,0,84,5,64371439395472E-05,
94,12,04082956,0,86,5,81632339162752E-05,
95,12,16128062,0,88,5,98812985117547E-05,
96,12,28171848,0,9,6,15760436630808E-05,
97,12,40216078,0,92,6,33582385489717E-05,
98,12,5225914,0,94,6,51798109174706E-05,
99,12,6430489,0,96,6,69453947921284E-05,
100,12,7635101,0,98,6,87818028382026E-05,
101,12,88394566,1,0,7,06706559867598E-05,
