Item,Smu1.Time[1][1],,V1,V2,I1,I2,
1,0,,-1,0,-2,14355677599087E-05,
2,0,12049344,-0,98,-2,08304118132219E-05,
3,0,24094674,-0,96,-2,07956472877413E-05,
4,0,36139646,-0,94,-2,14272295124829E-05,
5,0,48184344,-0,92,-2,03317758860067E-05,
6,0,60229306,-0,9,-1,93799496628344E-05,
7,0,72274376,-0,88,-1,8150283722207E-05,
8,0,8431766,-0,86,-1,76226312760264E-05,
9,0,96362388,-0,84,-1,71645660884678E-05,
10,1,0840461,-0,82,-1,63204094860703E-05,
11,1,20449476,-0,8,-1,56931928358972E-05,
12,1,32493324,-0,78,-1,53936416609213E-05,
13,1,44539364,-0,76,-1,47834361996502E-05,
14,1,5658101,-0,74,-1,4125878806226E-05,
15,1,68626928,-0,72,-1,37227907544002E-05,
16,1,80668486,-0,7,-1,32425193442032E-05,
17,1,92712872,-0,68,-1,27102248370647E-05,
18,2,04756166,-0,66,-1,22992641991004E-05,
19,2,16800242,-0,64,-1,18866737466305E-05,
20,2,28843066,-0,62,-1,13499991130084E-05,
21,2,40887448,-0,6,-1,09350075945258E-05,
22,2,52929728,-0,58,-1,04079663287848E-05,
23,2,7497038,-0,56,-9,92818058875855E-06,
24,2,87014466,-0,54,-9,53279777604621E-06,
25,2,99059804,-0,52,-9,11173810891341E-06,
26,3,11103714,-0,5,-8,71983502293006E-06,
27,3,23148454,-0,48,-8,27388612378854E-06,
28,3,35192238,-0,46,-7,91774255048949E-06,
29,3,47237788,-0,44,-7,52118830860127E-06,
30,3,59279636,-0,42,-7,13361077941954E-06,
31,3,71323454,-0,4,-6,74623879604042E-06,
32,3,83366212,-0,38,-6,37940865999553E-06,
33,3,95411772,-0,36,-6,0140409914311E-06,
34,4,07453888,-0,34,-5,66534072277136E-06,
35,4,19497808,-0,32,-5,29840690433048E-06,
36,4,3154299,-0,3,-4,94557389174588E-06,
37,4,43587484,-0,28,-4,5912638597656E-06,
38,4,55630352,-0,26,-4,25773578172084E-06,
39,4,67675168,-0,24,-3,91925095755141E-06,
40,4,7971699,-0,22,-3,57373937731609E-06,
41,4,91761368,-0,2,-3,24465145240538E-06,
42,5,03803086,-0,18,-2,91223477688618E-06,
43,5,15847978,-0,16,-2,58558975474443E-06,
44,5,27891672,-0,14,-2,25421899813227E-06,
45,5,39935642,-0,12,-1,92891457118094E-06,
46,5,51979574,-0,1,-1,60881245392375E-06,
47,5,64022374,-0,08,-1,2867822078988E-06,
48,5,86464686,-0,06,-9,65298340815934E-07,
49,5,99985304,-0,04,-6,42081204205169E-07,
50,6,13501816,-0,02,-3,21858578899992E-07,
51,6,41167766,0,0,3,27449356518628E-09,
52,7,0481236,0,02,3,31155547428352E-07,
53,7,18331936,0,04,6,65391212351096E-07,
54,7,31849776,0,06,1,00541046776925E-06,
55,7,64472402,0,08,1,35249501909129E-06,
56,7,76518794,0,1,1,70676139532588E-06,
57,7,88561978,0,12,2,07192169909831E-06,
58,8,00606168,0,14,2,4376258807024E-06,
59,8,12648826,0,16,2,8135473257862E-06,
60,8,24693364,0,18,3,2131119951373E-06,
61,8,36736498,0,2,3,60533704224508E-06,
62,8,48780734,0,22,4,02069235860836E-06,
63,8,60824276,0,24,4,44308898295276E-06,
64,8,72869578,0,26,4,86514454678399E-06,
65,8,8491313,0,28,5,31346358911833E-06,
66,8,96957236,0,3,5,96531208429951E-06,
67,9,08999496,0,32,6,3325533119496E-06,
68,9,21044038,0,34,6,83797679812415E-06,
69,9,33086574,0,36,7,33397791918833E-06,
70,9,45130598,0,38,7,92571518104523E-06,
71,9,57171956,0,4,8,34702586871572E-06,
72,9,69217294,0,42,8,99835049494868E-06,
73,9,8126009,0,44,9,47896842262708E-06,
74,9,93305226,0,46,1,00944334917585E-05,
75,10,23981182,0,48,1,06281513581052E-05,
76,10,36027694,0,5,1,12887646537274E-05,
77,10,4807209,0,52,1,18349998956546E-05,
78,10,6011684,0,54,1,24902871903032E-05,
79,10,72161378,0,56,1,30972184706479E-05,
80,10,84203266,0,58,1,37702445499599E-05,
81,10,96247398,0,6,1,44009100040421E-05,
82,11,08291412,0,62,1,50728301377967E-05,
83,11,20336378,0,64,1,57926842803136E-05,
84,11,32379294,0,66,1,64520315593109E-05,
85,11,44422856,0,68,1,7161262803711E-05,
86,11,5646666,0,7,1,78951158886775E-05,
87,11,68511852,0,72,1,86299585038796E-05,
88,11,80554704,0,74,1,93572632269934E-05,
89,11,92599576,0,76,2,019498788286E-05,
90,12,04642756,0,78,2,08846031455323E-05,
91,12,16688322,0,8,2,16751941479743E-05,
92,12,28730438,0,82,2,24335672101006E-05,
93,12,40775494,0,84,2,3224187316373E-05,
94,12,5281685,0,86,2,39914952544495E-05,
95,12,64859414,0,88,2,4737193598412E-05,
96,12,76902746,0,9,2,55519698839635E-05,
97,12,889467,0,92,2,63672700384632E-05,
98,13,00992044,0,94,2,72763281827793E-05,
99,13,13036068,0,96,2,81286338577047E-05,
100,13,25080624,0,98,2,89826857624576E-05,
101,13,37123958,1,0,2,98107042908669E-05,
