No.;Distance [µm];Name;Time [ms];Z Pos;X Pos;Y Pos;Blue(1);Green(1);Red(1)
1;0;A1_whitebalance.tif;28085622,77;0;0;0;111;14;15
2;0,034;A1_whitebalance.tif;28085622,77;0;0;0;108;14;15
3;0,068;A1_whitebalance.tif;28085622,77;0;0;0;111;15;15
4;0,102;A1_whitebalance.tif;28085622,77;0;0;0;113;15;15
5;0,136;A1_whitebalance.tif;28085622,77;0;0;0;120;14;15
6;0,17;A1_whitebalance.tif;28085622,77;0;0;0;120;14;15
7;0,204;A1_whitebalance.tif;28085622,77;0;0;0;116;14;14
8;0,238;A1_whitebalance.tif;28085622,77;0;0;0;109;14;14
9;0,273;A1_whitebalance.tif;28085622,77;0;0;0;113;14;13
10;0,307;A1_whitebalance.tif;28085622,77;0;0;0;116;14;14
11;0,341;A1_whitebalance.tif;28085622,77;0;0;0;117;14;13
12;0,375;A1_whitebalance.tif;28085622,77;0;0;0;116;14;13
13;0,409;A1_whitebalance.tif;28085622,77;0;0;0;119;14;13
14;0,443;A1_whitebalance.tif;28085622,77;0;0;0;121;14;14
15;0,477;A1_whitebalance.tif;28085622,77;0;0;0;119;14;14
16;0,511;A1_whitebalance.tif;28085622,77;0;0;0;116;14;14
17;0,545;A1_whitebalance.tif;28085622,77;0;0;0;120;15;14
18;0,579;A1_whitebalance.tif;28085622,77;0;0;0;117;14;13
19;0,613;A1_whitebalance.tif;28085622,77;0;0;0;116;14;14
20;0,647;A1_whitebalance.tif;28085622,77;0;0;0;113;13;15
21;0,681;A1_whitebalance.tif;28085622,77;0;0;0;115;14;14
22;0,715;A1_whitebalance.tif;28085622,77;0;0;0;120;14;14
23;0,749;A1_whitebalance.tif;28085622,77;0;0;0;124;14;14
24;0,784;A1_whitebalance.tif;28085622,77;0;0;0;121;14;14
25;0,818;A1_whitebalance.tif;28085622,77;0;0;0;117;14;15
26;0,852;A1_whitebalance.tif;28085622,77;0;0;0;119;14;15
27;0,886;A1_whitebalance.tif;28085622,77;0;0;0;113;14;15
28;0,92;A1_whitebalance.tif;28085622,77;0;0;0;109;14;15
29;0,954;A1_whitebalance.tif;28085622,77;0;0;0;104;15;15
30;0,988;A1_whitebalance.tif;28085622,77;0;0;0;112;15;13
31;1 022;A1_whitebalance.tif;28085622,77;0;0;0;115;15;14
32;1 056;A1_whitebalance.tif;28085622,77;0;0;0;115;14;15
33;1,09;A1_whitebalance.tif;28085622,77;0;0;0;111;14;14
34;1 124;A1_whitebalance.tif;28085622,77;0;0;0;111;15;14
35;1 158;A1_whitebalance.tif;28085622,77;0;0;0;115;15;14
36;1 192;A1_whitebalance.tif;28085622,77;0;0;0;113;15;15
37;1 226;A1_whitebalance.tif;28085622,77;0;0;0;113;14;15
38;1,26;A1_whitebalance.tif;28085622,77;0;0;0;112;14;14
39;1 295;A1_whitebalance.tif;28085622,77;0;0;0;117;15;14
40;1 329;A1_whitebalance.tif;28085622,77;0;0;0;119;14;14
41;1 363;A1_whitebalance.tif;28085622,77;0;0;0;119;13;14
42;1 397;A1_whitebalance.tif;28085622,77;0;0;0;117;14;14
43;1 431;A1_whitebalance.tif;28085622,77;0;0;0;119;15;15
44;1 465;A1_whitebalance.tif;28085622,77;0;0;0;120;14;15
45;1 499;A1_whitebalance.tif;28085622,77;0;0;0;119;14;15
46;1 533;A1_whitebalance.tif;28085622,77;0;0;0;115;14;14
47;1 567;A1_whitebalance.tif;28085622,77;0;0;0;119;13;14
48;1 601;A1_whitebalance.tif;28085622,77;0;0;0;121;14;15
49;1 635;A1_whitebalance.tif;28085622,77;0;0;0;117;14;14
50;1 669;A1_whitebalance.tif;28085622,77;0;0;0;111;15;14
51;1 703;A1_whitebalance.tif;28085622,77;0;0;0;104;13;14
52;1 737;A1_whitebalance.tif;28085622,77;0;0;0;115;13;14
53;1 771;A1_whitebalance.tif;28085622,77;0;0;0;124;14;14
54;1 806;A1_whitebalance.tif;28085622,77;0;0;0;120;14;13
55;1,84;A1_whitebalance.tif;28085622,77;0;0;0;116;15;13
56;1 874;A1_whitebalance.tif;28085622,77;0;0;0;115;15;13
57;1 908;A1_whitebalance.tif;28085622,77;0;0;0;112;14;13
58;1 942;A1_whitebalance.tif;28085622,77;0;0;0;117;14;14
59;1 976;A1_whitebalance.tif;28085622,77;0;0;0;116;14;14
60;2,01;A1_whitebalance.tif;28085622,77;0;0;0;116;14;14
61;2 044;A1_whitebalance.tif;28085622,77;0;0;0;115;14;14
62;2 078;A1_whitebalance.tif;28085622,77;0;0;0;115;14;13
63;2 112;A1_whitebalance.tif;28085622,77;0;0;0;115;14;13
64;2 146;A1_whitebalance.tif;28085622,77;0;0;0;115;14;13
65;2,18;A1_whitebalance.tif;28085622,77;0;0;0;117;14;14
66;2 214;A1_whitebalance.tif;28085622,77;0;0;0;119;15;14
67;2 248;A1_whitebalance.tif;28085622,77;0;0;0;115;15;14
68;2 282;A1_whitebalance.tif;28085622,77;0;0;0;105;14;14
69;2 317;A1_whitebalance.tif;28085622,77;0;0;0;109;14;13
70;2 351;A1_whitebalance.tif;28085622,77;0;0;0;113;13;13
71;2 385;A1_whitebalance.tif;28085622,77;0;0;0;112;14;13
72;2 419;A1_whitebalance.tif;28085622,77;0;0;0;112;14;14
73;2 453;A1_whitebalance.tif;28085622,77;0;0;0;113;15;14
74;2 487;A1_whitebalance.tif;28085622,77;0;0;0;117;14;14
75;2 521;A1_whitebalance.tif;28085622,77;0;0;0;115;14;13
76;2 555;A1_whitebalance.tif;28085622,77;0;0;0;111;14;14
77;2 589;A1_whitebalance.tif;28085622,77;0;0;0;103;14;14
78;2 623;A1_whitebalance.tif;28085622,77;0;0;0;99;14;14
79;2 657;A1_whitebalance.tif;28085622,77;0;0;0;108;14;15
