No.;Distance [µm];Name;Time [ms];Z Pos;X Pos;Y Pos;Blue(1);Green(1);Red(1)
1;0;Frozen;28605099,15;0;0;0;143;17;12
2;0,034;Frozen;28605099,15;0;0;0;143;17;12
3;0,068;Frozen;28605099,15;0;0;0;146;17;11
4;0,102;Frozen;28605099,15;0;0;0;148;17;11
5;0,136;Frozen;28605099,15;0;0;0;143;17;11
6;0,17;Frozen;28605099,15;0;0;0;139;17;12
7;0,204;Frozen;28605099,15;0;0;0;143;17;11
8;0,238;Frozen;28605099,15;0;0;0;146;17;12
9;0,273;Frozen;28605099,15;0;0;0;148;18;12
10;0,307;Frozen;28605099,15;0;0;0;148;18;12
11;0,341;Frozen;28605099,15;0;0;0;143;17;11
12;0,375;Frozen;28605099,15;0;0;0;139;18;11
13;0,409;Frozen;28605099,15;0;0;0;143;18;11
14;0,443;Frozen;28605099,15;0;0;0;146;18;11
15;0,477;Frozen;28605099,15;0;0;0;148;17;11
16;0,511;Frozen;28605099,15;0;0;0;148;18;12
17;0,545;Frozen;28605099,15;0;0;0;145;18;12
18;0,579;Frozen;28605099,15;0;0;0;145;18;12
19;0,613;Frozen;28605099,15;0;0;0;145;18;11
20;0,647;Frozen;28605099,15;0;0;0;145;17;12
21;0,681;Frozen;28605099,15;0;0;0;148;17;12
22;0,715;Frozen;28605099,15;0;0;0;151;17;12
23;0,749;Frozen;28605099,15;0;0;0;151;18;12
24;0,784;Frozen;28605099,15;0;0;0;149;17;12
25;0,818;Frozen;28605099,15;0;0;0;146;17;11
26;0,852;Frozen;28605099,15;0;0;0;143;17;12
27;0,886;Frozen;28605099,15;0;0;0;146;17;12
28;0,92;Frozen;28605099,15;0;0;0;148;18;12
29;0,954;Frozen;28605099,15;0;0;0;149;17;12
30;0,988;Frozen;28605099,15;0;0;0;151;17;12
31;1 022;Frozen;28605099,15;0;0;0;152;18;12
32;1 056;Frozen;28605099,15;0;0;0;160;18;11
33;1,09;Frozen;28605099,15;0;0;0;152;18;11
34;1 124;Frozen;28605099,15;0;0;0;143;18;11
35;1 158;Frozen;28605099,15;0;0;0;149;18;11
36;1 192;Frozen;28605099,15;0;0;0;154;18;12
37;1 226;Frozen;28605099,15;0;0;0;158;16;11
38;1,26;Frozen;28605099,15;0;0;0;162;18;12
39;1 295;Frozen;28605099,15;0;0;0;154;18;13
40;1 329;Frozen;28605099,15;0;0;0;145;18;13
41;1 363;Frozen;28605099,15;0;0;0;143;18;13
42;1 397;Frozen;28605099,15;0;0;0;140;18;12
43;1 431;Frozen;28605099,15;0;0;0;137;18;11
44;1 465;Frozen;28605099,15;0;0;0;133;18;12
45;1 499;Frozen;28605099,15;0;0;0;134;17;12
46;1 533;Frozen;28605099,15;0;0;0;136;17;12
47;1 567;Frozen;28605099,15;0;0;0;142;17;12
48;1 601;Frozen;28605099,15;0;0;0;145;17;12
49;1 635;Frozen;28605099,15;0;0;0;145;18;12
50;1 669;Frozen;28605099,15;0;0;0;145;17;12
51;1 703;Frozen;28605099,15;0;0;0;146;18;12
52;1 737;Frozen;28605099,15;0;0;0;149;18;13
53;1 771;Frozen;28605099,15;0;0;0;145;18;13
54;1 806;Frozen;28605099,15;0;0;0;140;17;13
55;1,84;Frozen;28605099,15;0;0;0;145;18;13
56;1 874;Frozen;28605099,15;0;0;0;146;18;13
57;1 908;Frozen;28605099,15;0;0;0;146;18;13
58;1 942;Frozen;28605099,15;0;0;0;143;17;12
59;1 976;Frozen;28605099,15;0;0;0;145;18;11
60;2,01;Frozen;28605099,15;0;0;0;143;18;11
61;2 044;Frozen;28605099,15;0;0;0;143;18;11
62;2 078;Frozen;28605099,15;0;0;0;142;18;11
63;2 112;Frozen;28605099,15;0;0;0;142;18;12
64;2 146;Frozen;28605099,15;0;0;0;139;18;12
65;2,18;Frozen;28605099,15;0;0;0;140;17;12
66;2 214;Frozen;28605099,15;0;0;0;140;18;12
67;2 248;Frozen;28605099,15;0;0;0;143;19;12
68;2 282;Frozen;28605099,15;0;0;0;145;19;12
69;2 317;Frozen;28605099,15;0;0;0;146;19;12
70;2 351;Frozen;28605099,15;0;0;0;146;19;12
71;2 385;Frozen;28605099,15;0;0;0;145;18;12
72;2 419;Frozen;28605099,15;0;0;0;142;18;12
73;2 453;Frozen;28605099,15;0;0;0;139;18;12
74;2 487;Frozen;28605099,15;0;0;0;134;19;13
75;2 521;Frozen;28605099,15;0;0;0;139;19;13
76;2 555;Frozen;28605099,15;0;0;0;142;19;13
77;2 589;Frozen;28605099,15;0;0;0;142;18;12
