3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
1.020960000000000001e+01 2.220178578689784021e-02
1.020960000000000001e+01 2.220178578689784021e-02
1.020960000000000001e+01 2.220178578689784021e-02
1.020960000000000001e+01 2.220178578689784021e-02
1.020960000000000001e+01 2.220178578689784021e-02
1.020960000000000001e+01 2.220178578689784021e-02
1.020960000000000001e+01 2.220178578689784021e-02
1.701589999999999847e+01 4.652942947238489918e-02
1.701589999999999847e+01 4.652942947238489918e-02
1.701589999999999847e+01 4.652942947238489918e-02
1.701589999999999847e+01 4.652942947238489918e-02
1.701589999999999847e+01 4.652942947238489918e-02
1.701589999999999847e+01 4.652942947238489918e-02
1.701589999999999847e+01 4.652942947238489918e-02
2.382229999999999848e+01 7.278655320848692600e-02
2.382229999999999848e+01 7.278655320848692600e-02
2.382229999999999848e+01 7.278655320848692600e-02
2.382229999999999848e+01 7.278655320848692600e-02
2.382229999999999848e+01 7.278655320848692600e-02
2.382229999999999848e+01 7.278655320848692600e-02
2.382229999999999848e+01 7.278655320848692600e-02
3.062869999999999848e+01 1.006988985036469941e-01
3.062869999999999848e+01 1.006988985036469941e-01
3.062869999999999848e+01 1.006988985036469941e-01
3.062869999999999848e+01 1.006988985036469941e-01
3.062869999999999848e+01 1.006988985036469941e-01
3.062869999999999848e+01 1.006988985036469941e-01
3.743500000000000227e+01 1.296978335065411270e-01
3.743500000000000227e+01 1.296978335065411270e-01
3.743500000000000227e+01 1.296978335065411270e-01
3.743500000000000227e+01 1.296978335065411270e-01
3.743500000000000227e+01 1.296978335065411270e-01
3.743500000000000227e+01 1.296978335065411270e-01
3.743500000000000227e+01 1.296978335065411270e-01
4.424139999999999873e+01 1.602355559275078778e-01
4.424139999999999873e+01 1.602355559275078778e-01
4.424139999999999873e+01 1.602355559275078778e-01
4.424139999999999873e+01 1.602355559275078778e-01
4.424139999999999873e+01 1.602355559275078778e-01
4.424139999999999873e+01 1.602355559275078778e-01
4.424139999999999873e+01 1.602355559275078778e-01
5.104780000000000229e+01 1.912574535416087795e-01
