4.337080000000000268e+00 0.000000000000000000e+00
4.337080000000000268e+00 0.000000000000000000e+00
4.337080000000000268e+00 0.000000000000000000e+00
4.337080000000000268e+00 0.000000000000000000e+00
4.337080000000000268e+00 0.000000000000000000e+00
4.337080000000000268e+00 0.000000000000000000e+00
4.337080000000000268e+00 0.000000000000000000e+00
4.337080000000000268e+00 0.000000000000000000e+00
4.337080000000000268e+00 0.000000000000000000e+00
1.301120000000000054e+01 3.065277563783534720e-02
1.301120000000000054e+01 3.065277563783534720e-02
1.301120000000000054e+01 3.065277563783534720e-02
1.301120000000000054e+01 3.065277563783534720e-02
1.301120000000000054e+01 3.065277563783534720e-02
1.301120000000000054e+01 3.065277563783534720e-02
1.301120000000000054e+01 3.065277563783534720e-02
1.301120000000000054e+01 3.065277563783534720e-02
1.301120000000000054e+01 3.065277563783534720e-02
2.168540000000000134e+01 6.533012333378890313e-02
2.168540000000000134e+01 6.533012333378890313e-02
2.168540000000000134e+01 6.533012333378890313e-02
2.168540000000000134e+01 6.533012333378890313e-02
2.168540000000000134e+01 6.533012333378890313e-02
2.168540000000000134e+01 6.533012333378890313e-02
2.168540000000000134e+01 6.533012333378890313e-02
2.168540000000000134e+01 6.533012333378890313e-02
3.035960000000000036e+01 1.027690305012034511e-01
3.035960000000000036e+01 1.027690305012034511e-01
3.035960000000000036e+01 1.027690305012034511e-01
3.035960000000000036e+01 1.027690305012034511e-01
3.035960000000000036e+01 1.027690305012034511e-01
3.035960000000000036e+01 1.027690305012034511e-01
3.035960000000000036e+01 1.027690305012034511e-01
3.035960000000000036e+01 1.027690305012034511e-01
3.035960000000000036e+01 1.027690305012034511e-01
3.903370000000000317e+01 1.422016054418856201e-01
3.903370000000000317e+01 1.422016054418856201e-01
3.903370000000000317e+01 1.422016054418856201e-01
3.903370000000000317e+01 1.422016054418856201e-01
3.903370000000000317e+01 1.422016054418856201e-01
3.903370000000000317e+01 1.422016054418856201e-01
3.903370000000000317e+01 1.422016054418856201e-01
3.903370000000000317e+01 1.422016054418856201e-01
3.903370000000000317e+01 1.422016054418856201e-01
4.770790000000000219e+01 1.835357367850777022e-01
4.770790000000000219e+01 1.835357367850777022e-01
4.770790000000000219e+01 1.835357367850777022e-01
4.770790000000000219e+01 1.835357367850777022e-01
4.770790000000000219e+01 1.835357367850777022e-01
4.770790000000000219e+01 1.835357367850777022e-01
4.770790000000000219e+01 1.835357367850777022e-01
4.770790000000000219e+01 1.835357367850777022e-01
5.638210000000000122e+01 2.252629003988531609e-01
5.638210000000000122e+01 2.252629003988531609e-01
5.638210000000000122e+01 2.252629003988531609e-01
5.638210000000000122e+01 2.252629003988531609e-01
5.638210000000000122e+01 2.252629003988531609e-01
5.638210000000000122e+01 2.252629003988531609e-01
5.638210000000000122e+01 2.252629003988531609e-01
5.638210000000000122e+01 2.252629003988531609e-01
5.638210000000000122e+01 2.252629003988531609e-01
6.505620000000000402e+01 2.672909849124542880e-01
6.505620000000000402e+01 2.672909849124542880e-01
6.505620000000000402e+01 2.672909849124542880e-01
6.505620000000000402e+01 2.672909849124542880e-01
6.505620000000000402e+01 2.672909849124542880e-01
6.505620000000000402e+01 2.672909849124542880e-01
6.505620000000000402e+01 2.672909849124542880e-01
6.505620000000000402e+01 2.672909849124542880e-01
6.505620000000000402e+01 2.672909849124542880e-01
7.373040000000000305e+01 3.104516651396087568e-01
7.373040000000000305e+01 3.104516651396087568e-01
7.373040000000000305e+01 3.104516651396087568e-01
7.373040000000000305e+01 3.104516651396087568e-01
7.373040000000000305e+01 3.104516651396087568e-01
7.373040000000000305e+01 3.104516651396087568e-01
7.373040000000000305e+01 3.104516651396087568e-01
7.373040000000000305e+01 3.104516651396087568e-01
