3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
3.403179999999999872e+00 0.000000000000000000e+00
1.020960000000000001e+01 2.446220633222695104e-02
1.020960000000000001e+01 2.446220633222695104e-02
1.020960000000000001e+01 2.446220633222695104e-02
1.020960000000000001e+01 2.446220633222695104e-02
1.020960000000000001e+01 2.446220633222695104e-02
1.020960000000000001e+01 2.446220633222695104e-02
1.020960000000000001e+01 2.446220633222695104e-02
1.701589999999999847e+01 5.113525395338392593e-02
1.701589999999999847e+01 5.113525395338392593e-02
1.701589999999999847e+01 5.113525395338392593e-02
1.701589999999999847e+01 5.113525395338392593e-02
1.701589999999999847e+01 5.113525395338392593e-02
1.701589999999999847e+01 5.113525395338392593e-02
1.701589999999999847e+01 5.113525395338392593e-02
2.382229999999999848e+01 7.977100756924533631e-02
2.382229999999999848e+01 7.977100756924533631e-02
2.382229999999999848e+01 7.977100756924533631e-02
2.382229999999999848e+01 7.977100756924533631e-02
2.382229999999999848e+01 7.977100756924533631e-02
2.382229999999999848e+01 7.977100756924533631e-02
2.382229999999999848e+01 7.977100756924533631e-02
3.062869999999999848e+01 1.100494994971366325e-01
3.062869999999999848e+01 1.100494994971366325e-01
3.062869999999999848e+01 1.100494994971366325e-01
3.062869999999999848e+01 1.100494994971366325e-01
3.062869999999999848e+01 1.100494994971366325e-01
3.062869999999999848e+01 1.100494994971366325e-01
3.743500000000000227e+01 1.413387757482029994e-01
3.743500000000000227e+01 1.413387757482029994e-01
3.743500000000000227e+01 1.413387757482029994e-01
3.743500000000000227e+01 1.413387757482029994e-01
3.743500000000000227e+01 1.413387757482029994e-01
3.743500000000000227e+01 1.413387757482029994e-01
3.743500000000000227e+01 1.413387757482029994e-01
4.424139999999999873e+01 1.741121604534743850e-01
4.424139999999999873e+01 1.741121604534743850e-01
4.424139999999999873e+01 1.741121604534743850e-01
4.424139999999999873e+01 1.741121604534743850e-01
4.424139999999999873e+01 1.741121604534743850e-01
4.424139999999999873e+01 1.741121604534743850e-01
4.424139999999999873e+01 1.741121604534743850e-01
5.104780000000000229e+01 2.072273191021995198e-01
