Item,Smu1.Time[1][1],,V1,V2,I1,I2,
1,0,,-2,0,-8,69165660333238E-07,
2,0,13520388,-1,96,-8,35363380247145E-07,
3,0,27036272,-1,92,-8,10281790109002E-07,
4,0,40552166,-1,88,-7,7976528700674E-07,
5,0,54068882,-1,84,-7,51787638364476E-07,
6,0,67583264,-1,8,-7,22907770978054E-07,
7,0,81100098,-1,76,-6,95274366080412E-07,
8,0,9461634,-1,72,-6,67285121380701E-07,
9,1,08132698,-1,68,-6,35864125797525E-07,
10,1,21647654,-1,64,-6,0875231611135E-07,
11,1,35163216,-1,6,-5,7891179494618E-07,
12,1,4868053,-1,56,-5,53825202587177E-07,
13,1,62195738,-1,52,-5,26154963154113E-07,
14,1,75712408,-1,48,-4,96128450322431E-07,
15,1,8922888,-1,44,-4,72745796287199E-07,
16,2,02745034,-1,4,-4,47475258624763E-07,
17,2,16260796,-1,36,-4,20599235440022E-07,
18,2,297807,-1,32,-3,96122686652234E-07,
19,2,4329643,-1,28,-3,75734089175239E-07,
20,2,56813738,-1,24,-3,51202970705344E-07,
21,2,70328928,-1,2,-3,25378550769528E-07,
22,2,83845714,-1,16,-3,04002014672733E-07,
23,2,9736129,-1,12,-2,80920630757464E-07,
24,3,1087867,-1,08,-2,6027851163235E-07,
25,3,24396796,-1,04,-2,35813104154659E-07,
26,3,37912848,-1,0,-2,13262865145225E-07,
27,3,51429138,-0,96,-1,93709865925484E-07,
28,3,64945992,-0,92,-1,79838025360368E-07,
29,3,78462916,-0,88,-1,57609747475362E-07,
30,3,91980176,-0,84,-1,39861413117615E-07,
31,4,05499382,-0,8,-1,23154450193397E-07,
32,4,19015008,-0,76,-1,06828110801871E-07,
33,4,46681284,-0,72,-9,2201503321121E-08,
34,4,89936828,-0,68,-7,81215874212648E-08,
35,5,33191214,-0,64,-6,66008190819412E-08,
36,5,76443964,-0,6,-5,61377362373605E-08,
37,6,1969741,-0,56,-4,72462176048793E-08,
38,6,62949548,-0,52,-3,7548304021584E-08,
39,7,06204074,-0,48,-2,96893460927095E-08,
40,7,49458252,-0,44,-2,2697108192915E-08,
41,7,9271149,-0,4,-1,7247899108952E-08,
42,8,3596313,-0,36,-1,29631985146261E-08,
43,9,10662182,-0,32,-9,51820311456686E-09,
44,9,61254026,-0,28,-6,81033895943983E-09,
45,10,0451034,-0,24,-5,16961051744147E-09,
46,10,47763136,-0,2,-3,69290376056597E-09,
47,10,9101746,-0,16,-2,90651769319084E-09,
48,11,34269486,-0,12,-2,23921858832909E-09,
49,11,77522784,-0,08,-1,6935786106842E-09,
50,12,20775418,-0,04,-1,07696962459158E-09,
51,12,64029088,0,0,6,56541487842333E-12,
52,13,0731199,0,04,2,20036611153773E-09,
53,13,50564708,0,08,6,69145094889245E-09,
54,14,179279,0,12,1,47319667576085E-08,
55,14,61183672,0,16,2,70986504347093E-08,
56,15,04437728,0,2,4,40318217442837E-08,
57,15,47690324,0,24,6,5388007897127E-08,
58,15,90943832,0,28,8,99046028735029E-08,
59,16,54154808,0,32,1,16856085696782E-07,
60,16,67673866,0,36,1,45400463225087E-07,
61,16,81189804,0,4,1,74438127942267E-07,
62,16,94705274,0,44,2,03973513634992E-07,
63,17,08221748,0,48,2,34647814068012E-07,
64,17,2173647,0,52,2,6509167128097E-07,
65,17,35253472,0,56,2,97020164907735E-07,
66,17,48769944,0,6,3,30242073687259E-07,
67,17,62287148,0,64,3,63959543392411E-07,
68,17,75803666,0,68,3,98393353862048E-07,
69,17,89318906,0,72,4,3440661556815E-07,
70,18,02838102,0,76,4,73023760605429E-07,
71,18,16352688,0,8,5,10287236465956E-07,
72,18,29870156,0,84,5,49204401067982E-07,
73,18,433854,0,88,5,90005811318406E-07,
74,18,5690288,0,92,6,32605861028424E-07,
75,18,70419872,0,96,6,74878265272127E-07,
76,18,8393934,1,0,7,18594719728571E-07,
77,18,97455274,1,04,7,64646415518655E-07,
78,19,10972036,1,08,8,09768152976176E-07,
79,19,2448971,1,12,8,57052214087162E-07,
80,19,38006078,1,16,9,05880938262271E-07,
81,19,51524068,1,2,9,54372467276698E-07,
82,19,65042362,1,24,1,00419254067674E-06,
83,19,97663584,1,28,1,05356593849137E-06,
84,20,09710054,1,32,1,10429027699865E-06,
85,20,21754818,1,36,1,15583497972693E-06,
86,20,33798496,1,4,1,2070158845745E-06,
87,20,45841632,1,44,1,2588789104484E-06,
88,20,57885668,1,48,1,31202978082001E-06,
89,20,6992774,1,52,1,36436392494943E-06,
90,20,81971758,1,56,1,41710916068405E-06,
91,20,94015796,1,6,1,4725901564816E-06,
92,21,06059096,1,64,1,52831671584863E-06,
93,21,18103132,1,68,1,58399780048057E-06,
94,21,30149036,1,72,1,6412086552009E-06,
95,21,42191966,1,76,1,70033126778435E-06,
96,21,5423673,1,8,1,75722925632726E-06,
97,21,66279394,1,84,1,81497125595342E-06,
98,21,78322852,1,88,1,87279874808155E-06,
99,21,90365732,1,92,1,93180312635377E-06,
100,22,02411222,1,96,1,9910676201107E-06,
101,22,144541,2,0,2,05249671125785E-06,
