Item,Smu1.Time[1][1],,V1,V2,I1,I2,
1,0,-2,-1,35240843519568E-05,
2,0,1204889,-1,96,-1,32565473904833E-05,
3,0,24094278,-1,92,-1,29991967696697E-05,
4,0,36138508,-1,88,-1,27361272461712E-05,
5,0,48183892,-1,84,-1,24636426335201E-05,
6,0,60227246,-1,8,-1,21871998999268E-05,
7,0,7227269,-1,76,-1,19131000246853E-05,
8,0,84315682,-1,72,-1,16408045869321E-05,
9,0,96359848,-1,68,-1,13673158921301E-05,
10,1,08402776,-1,64,-1,10920809675008E-05,
11,1,20446434,-1,6,-1,0816685971804E-05,
12,1,32490474,-1,56,-1,05420331237838E-05,
13,1,4453529,-1,52,-1,02662452263758E-05,
14,1,66574618,-1,48,-9,98629002424423E-06,
15,1,78622116,-1,44,-9,70943619904574E-06,
16,1,90667248,-1,4,-9,43367376748938E-06,
17,2,02710606,-1,36,-9,15826967684552E-06,
18,2,1475499,-1,32,-8,8814504124457E-06,
19,2,26799272,-1,28,-8,60687214299105E-06,
20,2,38843094,-1,24,-8,33270860312041E-06,
21,2,5088786,-1,2,-8,05838863016106E-06,
22,2,6293001,-1,16,-7,78397225076333E-06,
23,2,74975244,-1,12,-7,50990875530988E-06,
24,2,8701842,-1,08,-7,23731318430509E-06,
25,2,9906455,-1,04,-6,96348615747411E-06,
26,3,11107794,-1,0,-6,69139626552351E-06,
27,3,23154074,-0,96,-6,41896440356504E-06,
28,3,35197472,-0,92,-6,14739838056266E-06,
29,3,4724261,-0,88,-5,87591966905165E-06,
30,3,59285482,-0,84,-5,6053431762848E-06,
31,3,71330872,-0,8,-5,33517049916554E-06,
32,3,83373478,-0,76,-5,06581091030966E-06,
33,3,95418078,-0,72,-4,79576374345925E-06,
34,4,07461842,-0,68,-4,5265751396073E-06,
35,4,1950635,-0,64,-4,25733924203087E-06,
36,4,3155016,-0,6,-3,98922929889522E-06,
37,4,4359408,-0,56,-3,72103932022583E-06,
38,4,55636436,-0,52,-3,45297303283587E-06,
39,4,67679924,-0,48,-3,18506135954522E-06,
40,4,79722342,-0,44,-2,91827564069536E-06,
41,4,91768092,-0,4,-2,65162998402957E-06,
42,5,0381169,-0,36,-2,38531720242463E-06,
43,5,15857304,-0,32,-2,11931910598651E-06,
44,5,27899982,-0,28,-1,85352837434039E-06,
45,5,39944938,-0,24,-1,58814691531006E-06,
46,5,51988132,-0,2,-1,3229528121883E-06,
47,5,64032164,-0,16,-1,05798426375259E-06,
48,5,8647428,-0,12,-7,92641230873414E-07,
49,5,99993896,-0,08,-5,28374812347465E-07,
50,6,1351003,-0,04,-2,64001300820382E-07,
51,6,41176728,0,0,2,79484879683878E-10,
52,7,04821462,0,04,2,6436066491442E-07,
53,7,18341346,0,08,5,28890950590721E-07,
54,7,31856456,0,12,7,93424987932667E-07,
55,7,64475946,0,16,1,05854451248888E-06,
56,7,76523388,0,2,1,32262539409567E-06,
57,7,8856794,0,24,1,58692637342028E-06,
58,8,00612992,0,28,1,85095450433437E-06,
59,8,12657328,0,32,2,11474070965778E-06,
60,8,24702286,0,36,2,37892709264997E-06,
61,8,3674475,0,4,2,6425659598317E-06,
62,8,48790092,0,44,2,9065522539895E-06,
63,8,60833066,0,48,3,17064768751152E-06,
64,8,72876746,0,52,3,43461942975409E-06,
65,8,84919572,0,56,3,69813278666697E-06,
66,8,96964662,0,6,3,96242103306577E-06,
67,9,09006126,0,64,4,22692937718239E-06,
68,9,21049708,0,68,4,49097751697991E-06,
69,9,3309216,0,72,4,75566866953159E-06,
70,9,45136922,0,76,5,02032980875811E-06,
71,9,57180184,0,8,5,2853911256534E-06,
72,9,69224498,0,84,5,55044334760169E-06,
73,9,8126771,0,88,5,81624135520542E-06,
74,9,9331253,0,92,6,08143091085367E-06,
75,10,05355162,0,96,6,34766092844075E-06,
76,10,17399996,1,0,6,6134170992882E-06,
77,10,29443444,1,04,6,88012369209901E-06,
78,10,41489102,1,08,7,14726957085077E-06,
79,10,53531914,1,12,7,41510484658647E-06,
80,10,65576088,1,16,7,68311656429432E-06,
81,10,7761812,1,2,7,95126106822863E-06,
82,10,8966131,1,24,8,22048423287924E-06,
83,11,0170546,1,28,8,49010211823042E-06,
84,11,13749204,1,32,8,75995829119347E-06,
85,11,25794612,1,36,9,03203363122884E-06,
86,11,37837004,1,4,9,30448914004955E-06,
87,11,49881196,1,44,9,57686188485241E-06,
88,11,61923002,1,48,9,85003316600341E-06,
89,11,73968444,1,52,1,01249643194024E-05,
90,11,86010808,1,56,1,03993297670968E-05,
91,12,16688004,1,6,1,06874504126608E-05,
92,12,2873563,1,64,1,09618267742917E-05,
93,12,40780306,1,68,1,12390844151378E-05,
94,12,52823474,1,72,1,15161528810859E-05,
95,12,64867982,1,76,1,17941526696086E-05,
96,12,76913902,1,8,1,20752811199054E-05,
97,12,88957966,1,84,1,23573117889464E-05,
98,13,01002352,1,88,1,26404484035447E-05,
99,13,1304634,1,92,1,29245308926329E-05,
100,13,25090436,1,96,1,3210330507718E-05,
101,13,37133274,2,0,1,34950969368219E-05,
