Item,Smu1.Time[1][1],,V1,V2,I1,I2,
1,0,,-2,0,-4,06220351578668E-06,
2,0,12047794,-1,96,-4,0080449252855E-06,
3,0,24090608,-1,92,-3,95200004277285E-06,
4,0,36137574,-1,88,-3,89465458283667E-06,
5,0,48180286,-1,84,-3,82807593268808E-06,
6,0,60225668,-1,8,-3,76399839296937E-06,
7,0,7226882,-1,76,-3,70167617802508E-06,
8,0,84315466,-1,72,-3,63258914148901E-06,
9,0,96359494,-1,68,-3,56321834260598E-06,
10,1,08403258,-1,64,-3,49281799572054E-06,
11,1,20445906,-1,6,-3,42188650392927E-06,
12,1,32488996,-1,56,-3,34951255354099E-06,
13,1,44534852,-1,52,-3,27781526721083E-06,
14,1,56579404,-1,48,-3,20653998642229E-06,
15,1,68624746,-1,44,-3,13422606268432E-06,
16,1,80668734,-1,4,-3,06170295516495E-06,
17,1,92713058,-1,36,-2,98935628961772E-06,
18,2,0475641,-1,32,-2,91503965854645E-06,
19,2,16800752,-1,28,-2,84177986031864E-06,
20,2,28845052,-1,24,-2,76794708042871E-06,
21,2,40888862,-1,2,-2,69351039605681E-06,
22,2,5293236,-1,16,-2,61852073890623E-06,
23,2,64976434,-1,12,-2,54297265200876E-06,
24,2,7702084,-1,08,-2,46621857513674E-06,
25,2,89064662,-1,04,-2,38981192524079E-06,
26,3,01107964,-1,0,-2,31118065130431E-06,
27,3,1315241,-0,96,-2,23215647565667E-06,
28,3,2519495,-0,92,-2,15218460652977E-06,
29,3,37240928,-0,88,-2,07185075851157E-06,
30,3,49282746,-0,84,-1,99018904822879E-06,
31,3,61328242,-0,8,-1,90759419638198E-06,
32,3,73371106,-0,76,-1,82392795977648E-06,
33,3,8541546,-0,72,-1,73909393197391E-06,
34,3,9745812,-0,68,-1,65291385201272E-06,
35,4,09501724,-0,64,-1,56498572323471E-06,
36,4,21545852,-0,6,-1,47603168443311E-06,
37,4,33590528,-0,56,-1,38599170895759E-06,
38,4,45635034,-0,52,-1,29388718050905E-06,
39,4,576788,-0,48,-1,20042022899725E-06,
40,4,69725168,-0,44,-1,10632208816241E-06,
41,4,81767356,-0,4,-1,01077785075177E-06,
42,5,04210088,-0,36,-9,14642896532314E-07,
43,5,17731096,-0,32,-8,16603233033675E-07,
44,5,31246404,-0,28,-7,17689317752956E-07,
45,5,4476334,-0,24,-6,17648083789391E-07,
46,5,58281698,-0,2,-5,16866975885932E-07,
47,5,7179774,-0,16,-4,15165914091631E-07,
48,5,8531475,-0,12,-3,12612655761768E-07,
49,5,98832538,-0,08,-2,09279050977784E-07,
50,6,12350148,-0,04,-1,05102344605257E-07,
51,6,4001552,0,0,-1,23606014312827E-10,
52,7,0366294,0,04,1,06146671896568E-07,
53,7,17181154,0,08,2,13182602237794E-07,
54,7,30696776,0,12,3,20936806019745E-07,
55,7,44213828,0,16,4,29364831688872E-07,
56,7,57731242,0,2,5,38352537660103E-07,
57,7,7124733,0,24,6,4810285493877E-07,
58,7,84763782,0,28,7,5846378422284E-07,
59,7,98279516,0,32,8,69463406161231E-07,
60,8,11796412,0,36,9,81058519755607E-07,
61,8,4441782,0,4,1,09393477032427E-06,
62,8,56465964,0,44,1,20630102173891E-06,
63,8,68510106,0,48,1,31903107103426E-06,
64,8,80552818,0,52,1,43242505146191E-06,
65,8,92597598,0,56,1,54600820678752E-06,
66,9,04640298,0,6,1,66026256920304E-06,
67,9,1668512,0,64,1,77499350684229E-06,
68,9,28727246,0,68,1,89008824236225E-06,
69,9,40770552,0,72,2,00536851480138E-06,
70,9,52814608,0,76,2,12140366784297E-06,
71,9,64859652,0,8,2,23751521843951E-06,
72,9,76902672,0,84,2,3540105758002E-06,
73,9,88946244,0,88,2,47132447839249E-06,
74,10,00989322,0,92,2,58861655311193E-06,
75,10,13033704,0,96,2,70599593932275E-06,
76,10,25077942,1,0,2,82398468698375E-06,
77,10,37123608,1,04,2,94258461508434E-06,
78,10,4916659,1,08,3,06112451653462E-06,
79,10,61210708,1,12,3,18031015922315E-06,
80,10,73254062,1,16,3,29981230606791E-06,
81,10,85299534,1,2,3,41948179993778E-06,
82,10,97341622,1,24,3,53995164914522E-06,
83,11,09386702,1,28,3,66037238563877E-06,
84,11,21430206,1,32,3,78110598830972E-06,
85,11,33475974,1,36,3,90260902349837E-06,
86,11,45520056,1,4,4,02439036406577E-06,
87,11,5756156,1,44,4,14588066632859E-06,
88,11,69606534,1,48,4,26809492637403E-06,
89,11,81650784,1,52,4,39130235463381E-06,
90,11,93694064,1,56,4,51414416602347E-06,
91,12,0573727,1,6,4,6375325837289E-06,
92,12,17780814,1,64,4,76154491479974E-06,
93,12,29824352,1,68,4,88556997879641E-06,
94,12,4186958,1,72,5,01176873513032E-06,
95,12,53912,1,76,5,13734357809881E-06,
96,12,65957386,1,8,5,26262101629982E-06,
97,12,78000832,1,84,5,38953554496402E-06,
98,12,90044488,1,88,5,51717130292673E-06,
99,13,0208836,1,92,5,64477159059606E-06,
100,13,14134296,1,96,5,7729876061785E-06,
101,13,26179322,2,0,5,90133913647151E-06,
