Item,Smu1.Time[1][1],,V1,V2,I1,I2,
1,0,,-2,0,-2,73026444119751E-07,
2,0,13518674,-1,96,-2,66198867393541E-07,
3,0,27036244,-1,92,-2,61858076555654E-07,
4,0,40551928,-1,88,-2,55106670010719E-07,
5,0,54068906,-1,84,-2,51200162892928E-07,
6,0,67583904,-1,8,-2,43437170865946E-07,
7,0,8110205,-1,76,-2,39806695390143E-07,
8,0,9461711,-1,72,-2,32672391575761E-07,
9,1,0813373,-1,68,-2,26897554966854E-07,
10,1,21649394,-1,64,-2,21269601752283E-07,
11,1,351654,-1,6,-2,1537130123761E-07,
12,1,48681606,-1,56,-2,07806579055614E-07,
13,1,62198192,-1,52,-2,02875071408926E-07,
14,1,75714642,-1,48,-1,95283973880578E-07,
15,1,89228794,-1,44,-1,89885213330854E-07,
16,2,02748256,-1,4,-1,83008751264424E-07,
17,2,16264472,-1,36,-1,75919240064104E-07,
18,2,29782656,-1,32,-1,68347014550818E-07,
19,2,4329903,-1,28,-1,60622676048661E-07,
20,2,56815948,-1,24,-1,52625489135971E-07,
21,2,70331258,-1,2,-1,42742010211805E-07,
22,2,83849304,-1,16,-1,36080188894994E-07,
23,2,97366182,-1,12,-1,27670318761375E-07,
24,3,1088428,-1,08,-1,19283640742651E-07,
25,3,24401022,-1,04,-1,12364205051563E-07,
26,3,37915646,-1,0,-1,06665083876578E-07,
27,3,6558375,-0,96,-9,86671579994436E-08,
28,4,08838872,-0,92,-8,92230502813618E-08,
29,4,52093042,-0,88,-8,28414101761155E-08,
30,4,9534479,-0,84,-7,53632320993347E-08,
31,5,38599434,-0,8,-6,87764156737103E-08,
32,5,8185335,-0,76,-6,09086328040576E-08,
33,6,25105894,-0,72,-5,47132685824181E-08,
34,6,68358788,-0,68,-4,85482161138862E-08,
35,7,11613632,-0,64,-4,20396304434689E-08,
36,7,5486654,-0,6,-3,64532155572306E-08,
37,7,98120772,-0,56,-3,18812425348369E-08,
38,8,41374142,-0,52,-2,7260682600172E-08,
39,8,84626626,-0,48,-2,28647252242808E-08,
40,9,27881646,-0,44,-1,9184341226719E-08,
41,9,71134602,-0,4,-1,64941269531482E-08,
42,10,1438886,-0,36,-1,33535849045074E-08,
43,10,57643108,-0,32,-1,11538724922866E-08,
44,11,0823621,-0,28,-8,4396702959566E-09,
45,11,5149205,-0,24,-7,0006365149311E-09,
46,11,94744228,-0,2,-5,4571813734583E-09,
47,12,37996588,-0,16,-4,03575484142493E-09,
48,12,81249286,-0,12,-2,88845569684781E-09,
49,13,24502612,-0,08,-1,91111837466451E-09,
50,13,67754628,-0,04,-9,44652356338338E-10,
51,14,11008322,0,0,5,79802872380242E-12,
52,14,54291776,0,04,8,84838868842053E-10,
53,14,97546094,0,08,1,69693237239699E-09,
54,15,40798634,0,12,2,47599984959379E-09,
55,15,84052162,0,16,3,38840777658334E-09,
56,16,27305668,0,2,4,56957138794678E-09,
57,16,7055712,0,24,6,08710593041906E-09,
58,17,13810828,0,28,7,73745512105961E-09,
59,17,81173638,0,32,1,01023971410541E-08,
60,18,24429614,0,36,1,27601254007459E-08,
61,18,67681136,0,4,1,63742726044802E-08,
62,19,10934746,0,44,2,01742551553252E-08,
63,19,5418707,0,48,2,45163391809911E-08,
64,19,97441276,0,52,2,9378654176071E-08,
65,20,40694866,0,56,3,53261668806226E-08,
66,20,83949092,0,6,4,2013681422759E-08,
67,21,27203208,0,64,4,89227431899053E-08,
68,21,70456096,0,68,5,72749030425257E-08,
69,22,13709676,0,72,6,58799521602305E-08,
70,22,56963894,0,76,7,53788498286667E-08,
71,23,00217962,0,8,8,54136672501227E-08,
72,23,43470344,0,84,9,76314922240817E-08,
73,24,0668012,0,88,1,08988160718582E-07,
74,24,20199966,0,92,1,21809875963663E-07,
75,24,33717176,0,96,1,36356106850144E-07,
76,24,4723495,1,0,1,51151880345424E-07,
77,24,60752104,1,04,1,65718461175857E-07,
78,24,74269138,1,08,1,81536620402767E-07,
79,24,8778654,1,12,1,97857843886595E-07,
80,25,01303228,1,16,2,17179149331059E-07,
81,25,1481847,1,2,2,3482652977691E-07,
82,25,28334778,1,24,2,54584847425576E-07,
83,25,41850412,1,28,2,74521767096303E-07,
84,25,55366652,1,32,2,95280074169568E-07,
85,25,68883446,1,36,3,1572471925756E-07,
86,25,8240137,1,4,3,37348183165886E-07,
87,25,95916044,1,44,3,60059061677021E-07,
88,26,0943251,1,48,3,80818391931825E-07,
89,26,22949394,1,52,4,04103616347129E-07,
90,26,3646744,1,56,4,27442159889324E-07,
91,26,49984518,1,6,4,5043884711049E-07,
92,26,63501562,1,64,4,74625267088413E-07,
93,26,77019182,1,68,5,01506065120338E-07,
94,26,90535446,1,72,5,24244114785688E-07,
95,27,0405406,1,76,5,49068204236391E-07,
96,27,175688,1,8,5,75300077798602E-07,
97,27,31086618,1,84,6,02806835559022E-07,
98,27,44602394,1,88,6,29710712019005E-07,
99,27,58118714,1,92,6,57218265587289E-07,
100,27,71635118,1,96,6,84301198816684E-07,
101,27,85155006,2,0,7,11463485458808E-07,
