Item,Smu1.Time[1][1],,V1,V2,I1,I2,
1,0,,-2,0,-3,50125219483743E-07,
2,0,13520266,-1,96,-3,24014081343194E-07,
3,0,27037942,-1,92,-3,01458385365549E-07,
4,0,40553716,-1,88,-2,75575985142495E-07,
5,0,54070652,-1,84,-2,5665144676168E-07,
6,0,67585026,-1,8,-2,38706661548349E-07,
7,0,8110234,-1,76,-2,21840764424996E-07,
8,0,94619738,-1,72,-2,05649030249333E-07,
9,1,08135466,-1,68,-1,89492311619688E-07,
10,1,2165072,-1,64,-1,75539526026114E-07,
11,1,35167656,-1,6,-1,60204763233196E-07,
12,1,48684816,-1,56,-1,48932713273098E-07,
13,1,6220165,-1,52,-1,3473959370458E-07,
14,1,75718954,-1,48,-1,22256324175396E-07,
15,1,8923581,-1,44,-1,11450617623632E-07,
16,2,0275324,-1,4,-1,01618752523791E-07,
17,2,30418336,-1,36,-9,24800787061031E-08,
18,2,73674488,-1,32,-8,20665349010596E-08,
19,3,16926978,-1,28,-7,22757675930552E-08,
20,3,60178662,-1,24,-6,40572608290313E-08,
21,4,03431834,-1,2,-5,66313644867478E-08,
22,4,46685168,-1,16,-5,06076673900679E-08,
23,4,89938916,-1,12,-4,48841035449732E-08,
24,5,33192456,-1,08,-3,92716543728966E-08,
25,5,76445774,-1,04,-3,47820758861417E-08,
26,6,19697426,-1,0,-3,0019592145436E-08,
27,6,62951324,-0,96,-2,59342840536192E-08,
28,7,06205442,-0,92,-2,20408225004576E-08,
29,7,49459242,-0,88,-1,89090201274666E-08,
30,7,92711816,-0,84,-1,56805413098482E-08,
31,8,35965598,-0,8,-1,36547981810509E-08,
32,8,79217396,-0,76,-1,17099432372925E-08,
33,9,53913602,-0,72,-9,99165195025853E-09,
34,10,04503354,-0,68,-7,93028220869019E-09,
35,10,47758748,-0,64,-6,51283471597708E-09,
36,10,9101097,-0,6,-5,3493067753152E-09,
37,11,34264504,-0,56,-4,48804371444567E-09,
38,11,77516526,-0,52,-3,59246143943892E-09,
39,12,20770068,-0,48,-2,96905966479244E-09,
40,12,64023016,-0,44,-2,35215225075081E-09,
41,13,07275306,-0,4,-1,94253857443982E-09,
42,13,50528528,-0,36,-1,53949031300726E-09,
43,13,93781956,-0,32,-1,23090160286665E-09,
44,14,37034236,-0,28,-9,20408638194203E-10,
45,14,80288142,-0,24,-6,98605617799331E-10,
46,15,23540434,-0,2,-5,10723907609645E-10,
47,15,66793268,-0,16,-4,07865741181013E-10,
48,16,10044702,-0,12,-2,99692715088895E-10,
49,16,53297714,-0,08,-2,10263806366129E-10,
50,16,96549994,-0,04,-7,82591769166174E-11,
51,17,39801476,0,0,-4,92264007334597E-11,
52,17,83087196,0,04,2,71853650701814E-11,
53,18,2634098,0,08,1,42691192195343E-10,
54,18,69593944,0,12,2,08785877475748E-10,
55,19,12847524,0,16,2,86732415588631E-10,
56,19,56101192,0,2,3,76843445337727E-10,
57,19,99353664,0,24,4,95006702294631E-10,
58,20,42607152,0,28,6,72486066832789E-10,
59,20,85862012,0,32,8,78515038493788E-10,
60,21,29116592,0,36,1,16351372980716E-09,
61,21,72368746,0,4,1,45365675052744E-09,
62,22,15621282,0,44,1,80608594746445E-09,
63,22,5887587,0,48,2,29844943078206E-09,
64,23,02130368,0,52,2,72963518455072E-09,
65,23,45384484,0,56,3,36306982262613E-09,
66,23,8863822,0,6,4,12261158544425E-09,
67,24,31890036,0,64,5,07914421632449E-09,
68,24,75144374,0,68,5,95940718994825E-09,
69,25,18399284,0,72,7,03965952197905E-09,
70,25,61652288,0,76,8,46077341520868E-09,
71,26,04905562,0,8,9,61594537329802E-09,
72,26,72267954,0,84,1,18976402063709E-08,
73,27,15523922,0,88,1,37188038706881E-08,
74,27,58775944,0,92,1,58773616476537E-08,
75,28,02029102,0,96,1,86729209872283E-08,
76,28,452809,1,0,2,1440229147629E-08,
77,28,88533714,1,04,2,47815279408314E-08,
78,29,31787458,1,08,2,78665055475358E-08,
79,29,7504121,1,12,3,18686090849951E-08,
80,30,18294342,1,16,3,53688989207512E-08,
81,30,61546868,1,2,4,00802946387557E-08,
82,31,0479914,1,24,4,47304984163566E-08,
83,31,4805305,1,28,5,01590164958543E-08,
84,31,91304208,1,32,5,45787059991198E-08,
85,32,34556436,1,36,6,03344716409993E-08,
86,32,77810462,1,4,6,74726692295735E-08,
87,33,21063674,1,44,7,30961531303365E-08,
88,33,64316992,1,48,7,78257174260943E-08,
89,34,0757132,1,52,8,41393941186652E-08,
90,34,50826128,1,56,9,10586805957792E-08,
91,34,94078446,1,6,9,82559384965498E-08,
92,35,5728938,1,64,1,06699872048921E-07,
93,35,70807388,1,68,1,14753220259445E-07,
94,35,84324072,1,72,1,21563971333671E-07,
95,35,97842156,1,76,1,29533418657957E-07,
96,36,1136004,1,8,1,40176894092292E-07,
97,36,24875922,1,84,1,48178855852166E-07,
98,36,3839218,1,88,1,60021613737626E-07,
99,36,51909488,1,92,1,65897859005781E-07,
100,36,6542565,1,96,1,69265717886447E-07,
101,36,78943836,2,0,1,78523464455793E-07,
